,L,b,h,P,fc,E,I,deflexion_max_mm
2752,3.5500000000000003,0.5,0.45,92.94,175,19663000,0.0037968750000000003,1.160300317552404
2753,5.15,0.4,0.7000000000000001,93.67,210,21541000,0.011433333333333337,1.0822865066294012
2754,3.8000000000000003,0.4,0.9,76.15,175,19663000,0.024300000000000002,0.18218952658188978
2755,2.9000000000000004,0.55,0.9500000000000001,51.56,350,27805000,0.03929635416666668,0.023976760559380566
2756,8.35,0.4,0.8500000000000001,90.41,175,19663000,0.020470833333333337,2.7242650366776036
2757,9.1,0.30000000000000004,0.45,44.81,175,19663000,0.0022781250000000006,15.704732892819681
2758,3.5500000000000003,0.4,0.75,22.83,175,19663000,0.0140625,0.07695510208117898
2759,5.6000000000000005,0.55,0.4,16.91,280,24870000,0.0029333333333333342,0.8480652118287824
2760,7.0,0.5,0.35000000000000003,73.71,175,19663000,0.0017864583333333337,14.994660021359913
2761,9.8,0.4,0.8,40.98,350,27805000,0.01706666666666667,1.6933133724262721
2762,9.5,0.55,0.4,77.46,350,27805000,0.0029333333333333342,16.963784794878286
2763,5.3500000000000005,0.30000000000000004,0.30000000000000004,36.15,210,21541000,0.0006750000000000004,7.931562974439782
2764,3.0,0.55,0.9,59.14,175,19663000,0.033412500000000005,0.050634333297202634
2765,4.4,0.55,0.55,88.0,420,30463000,0.007625520833333337,0.6722909759380231
2766,6.45,0.35000000000000003,0.45,20.7,210,21541000,0.0026578125000000005,2.0212407789354074
2767,7.2,0.5,0.45,56.2,350,27805000,0.0037968750000000003,4.139456932206438
2768,2.85,0.45,0.8500000000000001,75.89,280,24870000,0.023029687500000007,0.06390194327007664
2769,5.550000000000001,0.6000000000000001,0.8,36.93,350,27805000,0.02560000000000001,0.1847796562810828
2770,2.4000000000000004,0.5,0.45,48.61,210,21541000,0.0037968750000000003,0.17116932911742816
2771,2.0500000000000003,0.5,0.55,24.45,350,27805000,0.006932291666666669,0.022766668454546397
2772,4.7,0.30000000000000004,0.55,42.98,210,21541000,0.004159375000000002,1.0375876878358208
2773,4.15,0.5,0.8500000000000001,33.31,420,30463000,0.025588541666666673,0.06362964196658802
2774,8.8,0.55,0.6000000000000001,67.87,175,19663000,0.009900000000000006,4.949936805543782
2775,3.0500000000000003,0.25,0.30000000000000004,46.75,350,27805000,0.0005625000000000003,1.7668287994432117
2776,7.4,0.30000000000000004,0.6000000000000001,95.19,350,27805000,0.005400000000000003,5.352153855887894
2777,2.6500000000000004,0.30000000000000004,0.8,39.79,175,19663000,0.012800000000000006,0.06129295712425595
2778,7.65,0.45,0.65,31.98,350,27805000,0.0102984375,1.0416631251669224
2779,6.7,0.5,0.35000000000000003,82.7,350,27805000,0.0017864583333333337,10.432127577364852
2780,7.0,0.35000000000000003,0.9,86.83,175,19663000,0.021262500000000004,1.4840843242937038
2781,4.45,0.55,0.9,10.62,350,27805000,0.033412500000000005,0.020986085656258882
2782,7.15,0.6000000000000001,0.75,59.81,210,21541000,0.021093750000000005,1.0023768665668282
2783,9.5,0.4,0.75,94.92,210,21541000,0.0140625,5.59704645920699
2784,9.8,0.55,0.8,50.19,420,30463000,0.023466666666666674,1.3766708304672135
2785,6.4,0.35000000000000003,0.45,89.1,175,19663000,0.0026578125000000005,9.311127417621847
2786,2.8000000000000003,0.55,0.9,40.49,280,24870000,0.033412500000000005,0.022284139904357632
2787,2.6500000000000004,0.35000000000000003,1.0,70.84,175,19663000,0.02916666666666667,0.04788928571428573
2788,4.75,0.30000000000000004,0.9,85.96,420,30463000,0.018225000000000005,0.34569714339797186
2789,7.1000000000000005,0.4,0.6000000000000001,71.91,210,21541000,0.007200000000000004,3.4572018790716914
2790,6.7,0.45,0.5,39.76,420,30463000,0.0046875,1.7446792473200643
2791,8.75,0.4,0.65,54.64,280,24870000,0.009154166666666666,3.349646770397693
2792,7.8500000000000005,0.25,0.9,21.98,175,19663000,0.015187500000000001,0.7417530671303928
2793,3.75,0.25,0.35000000000000003,77.19,175,19663000,0.0008932291666666668,4.828374324570173
2794,9.75,0.5,0.8,94.74,175,19663000,0.02133333333333334,4.361114525233583
2795,4.9,0.35000000000000003,0.65,79.1,175,19663000,0.008009895833333334,1.230968214042483
2796,7.0,0.45,0.55,20.36,350,27805000,0.006239062500000002,0.838664810214014
2797,5.800000000000001,0.4,0.65,20.76,350,27805000,0.009154166666666666,0.3315342323648907
2798,4.4,0.45,0.6000000000000001,73.54,420,30463000,0.008100000000000005,0.5289111570144662
2799,3.9000000000000004,0.35000000000000003,0.75,56.06,280,24870000,0.012304687500000001,0.22639107588029186
2800,8.8,0.55,0.45,29.04,210,21541000,0.004176562500000001,4.582669588074269
2801,9.25,0.45,0.4,40.34,350,27805000,0.0024000000000000007,9.967487818968658
2802,3.6,0.45,0.5,95.17,210,21541000,0.0046875,0.9161344041595099
2803,6.4,0.4,1.0,33.01,210,21541000,0.03333333333333333,0.251072763567151
2804,2.5,0.30000000000000004,0.8500000000000001,98.15,175,19663000,0.015353125000000007,0.10583334616057206
2805,5.75,0.4,0.9,66.11,175,19663000,0.024300000000000002,0.5479909686922343
2806,9.9,0.55,0.65,36.91,175,19663000,0.012586979166666666,3.0146513958192815
2807,5.3500000000000005,0.5,0.7000000000000001,30.57,280,24870000,0.01429166666666667,0.27438280010867006
2808,5.300000000000001,0.5,0.9500000000000001,62.65,280,24870000,0.03572395833333334,0.21871173578332662
2809,5.95,0.35000000000000003,0.7000000000000001,23.97,280,24870000,0.01000416666666667,0.42278638204377034
2810,3.3000000000000003,0.30000000000000004,0.9,41.55,210,21541000,0.018225000000000005,0.07923885888581121
2811,5.300000000000001,0.30000000000000004,0.5,41.34,175,19663000,0.0031250000000000006,2.086685714285715
2812,9.850000000000001,0.35000000000000003,0.9500000000000001,92.96,210,21541000,0.025006770833333344,3.435896667932072
2813,8.8,0.30000000000000004,0.5,75.95,350,27805000,0.0031250000000000006,12.409710100101902
2814,4.4,0.4,1.0,30.75,210,21541000,0.03333333333333333,0.07600064992340191
2815,8.05,0.35000000000000003,0.9500000000000001,19.42,350,27805000,0.025006770833333344,0.30353943102227227
2816,2.4000000000000004,0.4,0.35000000000000003,49.42,210,21541000,0.0014291666666666671,0.46232405408196436
2817,9.0,0.4,0.8,50.51,350,27805000,0.01706666666666667,1.616560838737412
2818,4.9,0.5,0.75,50.13,280,24870000,0.017578125,0.2810582731537329
2819,2.9000000000000004,0.30000000000000004,0.6000000000000001,82.89,175,19663000,0.005400000000000003,0.3966535604095679
2820,8.0,0.30000000000000004,0.4,37.39,350,27805000,0.0016000000000000007,8.964814481807824
2821,2.75,0.45,0.75,42.57,280,24870000,0.0158203125,0.046878062219839464
2822,5.95,0.35000000000000003,0.7000000000000001,74.53,280,24870000,0.01000416666666667,1.314571091102303
2823,4.3,0.5,0.55,21.31,350,27805000,0.006932291666666669,0.18312509073939984
2824,9.35,0.30000000000000004,0.75,55.78,420,30463000,0.010546875000000002,2.9564847000388643
2825,4.9,0.35000000000000003,0.75,91.02,350,27805000,0.012304687500000001,0.6520641835001699
2826,3.85,0.30000000000000004,1.0,40.98,210,21541000,0.025000000000000005,0.0904705094354951
2827,9.600000000000001,0.55,0.7000000000000001,58.62,420,30463000,0.01572083333333334,2.2561607617411013
2828,6.8500000000000005,0.30000000000000004,0.35000000000000003,47.54,420,30463000,0.0010718750000000003,9.749286706583813
2829,9.0,0.35000000000000003,0.7000000000000001,91.29,280,24870000,0.01000416666666667,5.572534865599325
2830,7.1000000000000005,0.25,0.9,93.46,210,21541000,0.015187500000000001,2.130136498560916
2831,7.2,0.6000000000000001,0.5,48.78,280,24870000,0.006250000000000001,2.440294523522316
2832,6.300000000000001,0.5,0.4,24.92,175,19663000,0.0026666666666666674,2.4757679556781773
2833,7.7,0.6000000000000001,1.0,24.5,210,21541000,0.05000000000000001,0.21635212114881697
2834,6.4,0.35000000000000003,0.8500000000000001,65.21,280,24870000,0.01791197916666667,0.7994540814643751
2835,2.35,0.5,0.8500000000000001,13.2,210,21541000,0.025588541666666673,0.006474778031107406
2836,9.55,0.30000000000000004,0.4,20.31,280,24870000,0.0016000000000000007,9.261536291449913
2837,2.6,0.5,0.45,94.13,350,27805000,0.0037968750000000003,0.32648081522083666
2838,2.6,0.35000000000000003,0.45,35.41,175,19663000,0.0026578125000000005,0.2481021995063218
2839,3.75,0.25,0.7000000000000001,26.72,420,30463000,0.007145833333333335,0.13485388621803687
2840,7.4,0.25,0.45,85.06,175,19663000,0.0018984375000000002,19.23681715367593
2841,2.5500000000000003,0.45,0.8,55.06,280,24870000,0.019200000000000005,0.03983258549928378
2842,4.45,0.30000000000000004,0.75,30.04,350,27805000,0.010546875000000002,0.18805809204757112
2843,6.7,0.55,0.8,58.56,350,27805000,0.023466666666666674,0.5623541894852134
2844,7.3500000000000005,0.25,0.45,38.09,350,27805000,0.0018984375000000002,5.969150778903344
2845,4.9,0.30000000000000004,0.8500000000000001,75.16,420,30463000,0.015353125000000007,0.393880352434074
2846,8.9,0.30000000000000004,0.6000000000000001,94.8,350,27805000,0.005400000000000003,9.27300428912998
2847,7.2,0.6000000000000001,0.30000000000000004,21.41,280,24870000,0.0013500000000000007,4.9586489746682725
2848,5.800000000000001,0.5,0.45,36.88,420,30463000,0.0037968750000000003,1.29608858473976
2849,8.55,0.45,0.75,98.78,280,24870000,0.0158203125,3.269153293124247
2850,2.25,0.45,0.8500000000000001,32.14,210,21541000,0.023029687500000007,0.015374403814431075
2851,2.9000000000000004,0.5,0.55,23.11,420,30463000,0.006932291666666669,0.05560363765302801
2852,7.550000000000001,0.4,1.0,34.36,175,19663000,0.03333333333333333,0.47002856078039984
2853,7.300000000000001,0.5,0.7000000000000001,16.42,350,27805000,0.01429166666666667,0.33488424644140297
2854,4.800000000000001,0.55,0.45,29.41,350,27805000,0.004176562500000001,0.5834929526639653
2855,4.7,0.45,0.6000000000000001,91.43,350,27805000,0.008100000000000005,0.8780780844032104
2856,4.65,0.4,0.8,19.04,350,27805000,0.01706666666666667,0.08404520864474688
2857,4.3500000000000005,0.35000000000000003,0.65,49.79,280,24870000,0.008009895833333334,0.42861365830977044
2858,4.75,0.5,0.9,89.77,350,27805000,0.030375000000000003,0.23731851967170933
2859,2.4000000000000004,0.6000000000000001,0.6000000000000001,13.85,175,19663000,0.010800000000000006,0.018783162962586246
2860,4.9,0.35000000000000003,0.35000000000000003,25.52,175,19663000,0.0012505208333333337,2.5438234247063005
2861,9.450000000000001,0.25,0.45,97.88,210,21541000,0.0018984375000000002,42.08099345434289
2862,9.950000000000001,0.5,0.6000000000000001,64.81,350,27805000,0.009000000000000005,5.315016504554702
2863,7.8500000000000005,0.45,1.0,15.22,280,24870000,0.0375,0.1644656979068937
2864,3.45,0.5,0.9500000000000001,75.17,420,30463000,0.03572395833333334,0.05909195432323699
2865,6.15,0.55,1.0,69.86,280,24870000,0.04583333333333334,0.2969993251727163
2866,3.1500000000000004,0.30000000000000004,0.5,89.49,175,19663000,0.0031250000000000006,0.9483423193307227
2867,4.3500000000000005,0.35000000000000003,0.6000000000000001,88.08,350,27805000,0.0063000000000000035,0.8622642703008193
2868,5.2,0.55,0.55,90.34,350,27805000,0.007625520833333337,1.248120362077948
2869,4.6000000000000005,0.30000000000000004,0.7000000000000001,93.87,280,24870000,0.008575000000000003,0.8925841313606262
2870,5.050000000000001,0.35000000000000003,0.35000000000000003,52.08,210,21541000,0.0012505208333333337,5.187368260918937
2871,2.9000000000000004,0.5,0.8500000000000001,27.06,420,30463000,0.025588541666666673,0.01763852815572387
2872,2.3000000000000003,0.45,0.7000000000000001,90.82,210,21541000,0.012862500000000004,0.0830868931407155
2873,7.800000000000001,0.30000000000000004,0.9500000000000001,34.45,210,21541000,0.02143437500000001,0.7376580932786748
2874,4.5,0.5,0.75,12.45,350,27805000,0.017578125,0.04835820895522388
2875,7.300000000000001,0.35000000000000003,0.65,51.67,420,30463000,0.008009895833333334,1.7161935515713806
2876,5.25,0.35000000000000003,0.9,24.37,420,30463000,0.021262500000000004,0.11342406422606172
2877,2.95,0.5,0.35000000000000003,56.39,350,27805000,0.0017864583333333337,0.6071711314165762
2878,9.5,0.6000000000000001,0.6000000000000001,95.89,350,27805000,0.010800000000000006,5.7036943205380926
2879,7.050000000000001,0.45,1.0,57.29,420,30463000,0.0375,0.36610106953517396
2880,9.55,0.4,0.8,78.11,420,30463000,0.01706666666666667,2.7261775586146677
2881,7.9,0.55,0.55,25.73,280,24870000,0.007625520833333337,1.3935884090611796
2882,5.9,0.55,0.65,44.01,350,27805000,0.012586979166666666,0.5380489067831498
2883,8.8,0.35000000000000003,0.65,27.43,420,30463000,0.008009895833333334,1.5960005914912123
2884,7.9,0.5,0.6000000000000001,28.69,280,24870000,0.009000000000000005,1.3165952685445794
2885,6.65,0.5,0.35000000000000003,47.11,420,30463000,0.0017864583333333337,5.303605849719331
2886,4.95,0.30000000000000004,0.45,80.64,280,24870000,0.0022781250000000006,3.596429433051869
2887,4.15,0.35000000000000003,0.65,38.44,175,19663000,0.008009895833333334,0.3634208035543918
2888,8.4,0.30000000000000004,0.55,91.08,210,21541000,0.004159375000000002,12.552369208670298
2889,8.700000000000001,0.4,0.30000000000000004,47.06,420,30463000,0.0009000000000000005,23.547958589108095
2890,9.25,0.30000000000000004,0.8500000000000001,16.17,210,21541000,0.015353125000000007,0.8061787273008353
2891,7.25,0.4,0.75,95.11,280,24870000,0.0140625,2.1590397753503408
2892,2.85,0.35000000000000003,0.4,56.12,280,24870000,0.0018666666666666673,0.5829998559473546
2893,8.5,0.5,0.45,34.13,420,30463000,0.0037968750000000003,3.77531208225031
2894,8.5,0.4,0.5,74.38,210,21541000,0.004166666666666667,10.602715171069125
2895,4.3500000000000005,0.4,0.45,33.58,350,27805000,0.0030375000000000003,0.6818173356777026
2896,2.5,0.35000000000000003,0.9,37.16,420,30463000,0.021262500000000004,0.01867529612176731
2897,7.8500000000000005,0.35000000000000003,0.7000000000000001,40.0,420,30463000,0.01000416666666667,1.3227389292474794
2898,5.75,0.55,0.9500000000000001,54.51,210,21541000,0.03929635416666668,0.25504708174159635
2899,4.7,0.5,0.75,10.9,280,24870000,0.017578125,0.05393000997781055
2900,7.95,0.30000000000000004,0.45,57.35,280,24870000,0.0022781250000000006,10.59595818006721
2901,9.450000000000001,0.30000000000000004,0.65,49.75,175,19663000,0.006865625000000001,6.4791407641379
2902,8.25,0.55,0.45,15.6,280,24870000,0.004176562500000001,1.7569137291694585
2903,4.0,0.5,0.9500000000000001,16.97,175,19663000,0.03572395833333334,0.032211520498887064
2904,9.950000000000001,0.35000000000000003,1.0,20.66,175,19663000,0.02916666666666667,0.7393017675510932
2905,6.65,0.4,0.35000000000000003,36.32,210,21541000,0.0014291666666666671,7.228044194791326
2906,4.2,0.45,0.5,67.0,350,27805000,0.0046875,0.7934457831325302
2907,8.200000000000001,0.5,0.7000000000000001,64.68,210,21541000,0.01429166666666667,2.413357119645593
2908,6.3500000000000005,0.55,0.9500000000000001,17.93,175,19663000,0.03929635416666668,0.12378219781270376
2909,5.800000000000001,0.5,0.4,41.7,280,24870000,0.0026666666666666674,2.555843636911942
2910,9.4,0.35000000000000003,0.75,31.39,210,21541000,0.012304687500000001,2.049260598700792
2911,4.3,0.5,0.8500000000000001,89.57,280,24870000,0.025588541666666673,0.23313387530894406
2912,5.300000000000001,0.4,0.55,51.01,210,21541000,0.005545833333333336,1.3243690425795394
2913,9.8,0.30000000000000004,0.9,81.56,210,21541000,0.018225000000000005,4.073622765973213
2914,4.6000000000000005,0.4,0.65,36.11,420,30463000,0.009154166666666666,0.2625840004000765
2915,7.7,0.30000000000000004,0.9500000000000001,85.56,175,19663000,0.02143437500000001,1.9308169837739073
2916,3.5500000000000003,0.5,0.8500000000000001,25.79,420,30463000,0.025588541666666673,0.030837343469037617
2917,5.95,0.55,0.75,48.98,420,30463000,0.0193359375,0.3649140092562474
2918,8.1,0.4,0.9500000000000001,41.43,280,24870000,0.028579166666666673,0.6453620242376553
2919,6.7,0.35000000000000003,0.65,23.79,420,30463000,0.008009895833333334,0.6109111814454234
2920,7.050000000000001,0.30000000000000004,0.8,53.66,210,21541000,0.012800000000000006,1.4206953256698345
2921,9.25,0.55,0.9500000000000001,58.65,175,19663000,0.03929635416666668,1.2515549976520661
2922,9.1,0.4,0.9500000000000001,68.23,350,27805000,0.028579166666666673,1.3479874544931676
2923,8.25,0.4,1.0,59.24,175,19663000,0.03333333333333333,1.0573216709365305
2924,2.6,0.6000000000000001,0.8,54.51,280,24870000,0.02560000000000001,0.031350122197929216
2925,5.95,0.35000000000000003,0.5,22.52,350,27805000,0.003645833333333334,0.9748961050170832
2926,9.75,0.5,0.30000000000000004,67.32,420,30463000,0.0011250000000000006,37.9307582148836
2927,6.800000000000001,0.45,0.8,86.7,420,30463000,0.019200000000000005,0.9710256431299172
2928,2.15,0.45,0.9500000000000001,19.98,210,21541000,0.03215156250000001,0.005973126080869228
2929,8.0,0.35000000000000003,0.7000000000000001,37.51,350,27805000,0.01000416666666667,1.4383744829692053
2930,4.5,0.4,0.9500000000000001,88.0,280,24870000,0.028579166666666673,0.23504641397257275
2931,9.25,0.4,0.7000000000000001,56.95,210,21541000,0.011433333333333337,3.812755561259847
2932,2.75,0.5,0.35000000000000003,29.61,420,30463000,0.0017864583333333337,0.23573805158080688
2933,5.95,0.35000000000000003,0.65,43.72,350,27805000,0.008009895833333334,0.86146977655116
2934,9.9,0.30000000000000004,0.9,79.34,210,21541000,0.018225000000000005,4.085292388159014
2935,2.95,0.25,0.75,54.15,280,24870000,0.0087890625,0.13249666085868742
2936,3.1500000000000004,0.30000000000000004,0.65,75.41,210,21541000,0.006865625000000001,0.33202701839219
2937,7.5,0.5,0.55,13.97,280,24870000,0.006932291666666669,0.7121743811622085
2938,6.4,0.45,0.75,30.87,280,24870000,0.0158203125,0.4284937294673042
2939,2.2,0.5,0.45,83.43,350,27805000,0.0037968750000000003,0.17530723890587233
2940,3.95,0.4,0.6000000000000001,58.87,175,19663000,0.007200000000000004,0.5339023220151329
2941,5.4,0.5,0.9,29.52,280,24870000,0.030375000000000003,0.12819300361881786
2942,2.6,0.55,0.9500000000000001,38.25,175,19663000,0.03929635416666668,0.018126260098061415
2943,4.5,0.5,0.9,72.56,280,24870000,0.030375000000000003,0.18234821069561724
2944,5.050000000000001,0.35000000000000003,0.65,44.47,350,27805000,0.008009895833333334,0.5357352944254432
2945,3.6,0.35000000000000003,0.6000000000000001,93.21,175,19663000,0.0063000000000000035,0.7313721928785751
2946,2.85,0.30000000000000004,1.0,75.15,420,30463000,0.025000000000000005,0.04758933634655155
2947,8.85,0.45,0.8,29.57,210,21541000,0.019200000000000005,1.0324589891125133
2948,3.25,0.55,0.75,82.22,420,30463000,0.0193359375,0.09982709056667628
2949,3.4000000000000004,0.5,0.75,24.17,280,24870000,0.017578125,0.04527139013239216
2950,9.0,0.45,0.75,82.51,280,24870000,0.0158203125,3.184945717732208
2951,6.0,0.4,0.4,93.66,420,30463000,0.002133333333333334,6.485377753340115
2952,4.6000000000000005,0.6000000000000001,0.45,75.7,175,19663000,0.004556250000000001,1.7134475398345057
2953,9.35,0.6000000000000001,0.9500000000000001,93.29,420,30463000,0.04286875000000002,1.2165086396378886
2954,2.25,0.6000000000000001,0.8,78.63,175,19663000,0.02560000000000001,0.0370684859772419
2955,4.7,0.30000000000000004,0.55,99.84,280,24870000,0.004159375000000002,2.087627678956871
2956,5.300000000000001,0.55,0.7000000000000001,94.32,350,27805000,0.01572083333333334,0.6692551173160666
2957,7.95,0.55,0.65,38.15,420,30463000,0.012586979166666666,1.0415029563033245
2958,6.75,0.6000000000000001,0.45,53.9,420,30463000,0.004556250000000001,2.4881618684962077
2959,3.1,0.5,0.35000000000000003,24.08,280,24870000,0.0017864583333333337,0.3363811493234205
2960,3.1,0.6000000000000001,0.75,68.65,210,21541000,0.021093750000000005,0.09377017585184955
2961,9.25,0.30000000000000004,0.6000000000000001,61.7,420,30463000,0.005400000000000003,6.184472953591644
2962,9.55,0.5,0.65,58.42,350,27805000,0.011442708333333334,3.33179830091499
2963,9.5,0.30000000000000004,0.45,34.43,175,19663000,0.0022781250000000006,13.729011600381838
2964,6.6000000000000005,0.55,0.45,73.33,350,27805000,0.004176562500000001,3.7820770311761147
2965,7.8500000000000005,0.6000000000000001,0.4,51.8,420,30463000,0.0032000000000000015,5.3551895039251844
2966,9.55,0.25,0.75,55.75,350,27805000,0.0087890625,4.139503907503981
2967,7.550000000000001,0.45,0.7000000000000001,17.7,280,24870000,0.012862500000000004,0.49610283728058396
2968,9.3,0.55,0.4,20.6,420,30463000,0.0029333333333333342,3.863142610782679
2969,5.7,0.25,0.9500000000000001,96.43,420,30463000,0.01786197916666667,0.6837435577585924
2970,7.4,0.6000000000000001,0.9500000000000001,22.15,210,21541000,0.04286875000000002,0.2024981087555683
2971,7.25,0.6000000000000001,0.8500000000000001,66.07,420,30463000,0.030706250000000015,0.5607607877790264
2972,7.1000000000000005,0.55,0.9500000000000001,41.75,175,19663000,0.03929635416666668,0.40289163461868027
2973,6.65,0.30000000000000004,0.65,22.12,280,24870000,0.006865625000000001,0.7936937442627624
2974,9.600000000000001,0.6000000000000001,0.7000000000000001,68.56,280,24870000,0.017150000000000006,2.962806992864353
2975,5.95,0.45,0.8500000000000001,65.84,420,30463000,0.023029687500000007,0.4118497120368242
2976,5.800000000000001,0.35000000000000003,0.65,50.09,210,21541000,0.008009895833333334,1.1800517303480833
2977,3.9000000000000004,0.4,0.75,75.32,350,27805000,0.0140625,0.23805508361805436
2978,8.9,0.6000000000000001,0.6000000000000001,84.77,175,19663000,0.010800000000000006,5.8626967537654515
2979,2.1,0.25,0.9,37.03,210,21541000,0.015187500000000001,0.021838268796627276
2980,7.45,0.35000000000000003,0.75,56.35,175,19663000,0.012304687500000001,2.0063243015176084
2981,7.8500000000000005,0.4,0.9500000000000001,34.05,210,21541000,0.028579166666666673,0.5574031609917985
2982,4.65,0.55,0.8500000000000001,26.54,420,30463000,0.028147395833333342,0.06483472136506303
2983,3.2,0.4,0.9,12.41,210,21541000,0.024300000000000002,0.01618483755321861
2984,5.7,0.45,0.55,94.32,350,27805000,0.006239062500000002,2.09770728337619
2985,7.5,0.6000000000000001,0.5,78.03,350,27805000,0.006250000000000001,3.946401276748785
2986,5.550000000000001,0.45,0.45,14.97,210,21541000,0.0034171875000000005,0.7243106026348838
2987,3.4000000000000004,0.30000000000000004,0.75,32.01,420,30463000,0.010546875000000002,0.08158019114870375
2988,4.0,0.30000000000000004,0.4,50.36,420,30463000,0.0016000000000000007,1.3776275044042494
2989,8.25,0.45,0.55,74.22,175,19663000,0.006239062500000002,7.077378833341807
2990,7.9,0.55,0.4,10.8,350,27805000,0.0029333333333333342,1.3601270414085103
2991,9.4,0.4,0.4,70.44,175,19663000,0.002133333333333334,29.057160498143716
2992,6.75,0.45,0.7000000000000001,15.71,420,30463000,0.012862500000000004,0.2568905969331049
2993,5.6000000000000005,0.35000000000000003,0.6000000000000001,27.67,210,21541000,0.0063000000000000035,0.7459772664359264
2994,5.550000000000001,0.35000000000000003,0.75,33.86,420,30463000,0.012304687500000001,0.321722479260555
2995,9.1,0.6000000000000001,0.8500000000000001,91.98,420,30463000,0.030706250000000015,1.54374972367402
2996,5.4,0.4,0.6000000000000001,38.06,175,19663000,0.007200000000000004,0.8819146366271675
2997,7.2,0.6000000000000001,0.7000000000000001,54.03,350,27805000,0.017150000000000006,0.8810573847541944
2998,5.5,0.5,0.9500000000000001,24.74,420,30463000,0.03572395833333334,0.07879783436766974
2999,6.050000000000001,0.6000000000000001,0.9500000000000001,89.36,280,24870000,0.04286875000000002,0.3866797607558331
3000,7.2,0.30000000000000004,0.35000000000000003,26.88,175,19663000,0.0010718750000000003,9.917257627762488
3001,8.9,0.4,0.6000000000000001,72.56,280,24870000,0.007200000000000004,5.951381284531413
3002,4.5,0.55,0.8,80.56,175,19663000,0.023466666666666674,0.33144737043616757
3003,5.95,0.55,0.55,27.19,280,24870000,0.007625520833333337,0.6291780603170362
3004,4.15,0.6000000000000001,0.75,13.25,280,24870000,0.021093750000000005,0.03760878916042433
3005,7.9,0.5,0.45,50.3,280,24870000,0.0037968750000000003,5.47149411783524
3006,6.15,0.35000000000000003,0.6000000000000001,73.13,175,19663000,0.0063000000000000035,2.860812236406666
3007,4.05,0.4,0.55,88.64,420,30463000,0.005545833333333336,0.7261295242250865
3008,9.850000000000001,0.4,0.9500000000000001,60.35,280,24870000,0.028579166666666673,1.6905163760359823
3009,8.0,0.4,0.4,42.86,175,19663000,0.002133333333333334,10.898642119717232
3010,3.25,0.4,0.75,10.68,280,24870000,0.0140625,0.021839454049948623
3011,4.8500000000000005,0.5,0.8500000000000001,20.87,175,19663000,0.025588541666666673,0.09858506176105855
3012,7.050000000000001,0.25,0.8,84.09,210,21541000,0.01066666666666667,2.6716273559949992
3013,7.050000000000001,0.35000000000000003,0.4,99.96,175,19663000,0.0018666666666666673,19.88088941237985
3014,7.800000000000001,0.35000000000000003,0.35000000000000003,41.44,280,24870000,0.0012505208333333337,13.173330894998012
3015,4.95,0.45,0.35000000000000003,69.12,350,27805000,0.0016078125000000005,3.9067874928634083
3016,5.800000000000001,0.30000000000000004,0.75,24.56,280,24870000,0.010546875000000002,0.38060239924148787
3017,4.9,0.55,0.75,58.1,210,21541000,0.0193359375,0.34189444199824415
3018,2.8000000000000003,0.4,0.45,22.32,420,30463000,0.0030375000000000003,0.11031589424612656
3019,2.9000000000000004,0.45,0.7000000000000001,34.89,210,21541000,0.012862500000000004,0.06398268738679859
3020,5.95,0.55,0.6000000000000001,33.03,175,19663000,0.009900000000000006,0.7446175358290988
3021,7.1000000000000005,0.25,0.75,14.26,210,21541000,0.0087890625,0.5616230462150559
3022,3.5500000000000003,0.45,0.75,11.57,175,19663000,0.0158203125,0.03466668734430295
3023,9.65,0.5,0.8,75.8,350,27805000,0.02133333333333334,2.39236967956949
3024,6.75,0.4,0.45,35.59,420,30463000,0.0030375000000000003,2.4643881511998162
3025,9.75,0.30000000000000004,0.9,35.3,350,27805000,0.018225000000000005,1.345107142222843
3026,6.9,0.55,0.8,29.75,280,24870000,0.023466666666666674,0.3488717592132498
3027,8.3,0.5,0.4,24.46,350,27805000,0.0026666666666666674,3.929686100746269
3028,5.800000000000001,0.5,0.35000000000000003,29.39,350,27805000,0.0017864583333333337,2.4050634515783864
3029,3.25,0.5,0.55,86.74,175,19663000,0.006932291666666669,0.4550945738473136
3030,2.25,0.45,0.30000000000000004,77.36,280,24870000,0.0010125000000000006,0.7290410132689984
3031,5.5,0.5,0.4,98.95,350,27805000,0.0026666666666666674,4.625631139295989
3032,9.850000000000001,0.4,0.35000000000000003,12.03,420,30463000,0.0014291666666666671,5.5014545910208525
3033,7.45,0.4,0.5,49.11,420,30463000,0.004166666666666667,3.333005929118931
3034,7.300000000000001,0.45,0.5,76.26,175,19663000,0.0046875,6.705529600433981
3035,5.5,0.55,0.75,44.63,210,21541000,0.0193359375,0.3714006193185433
3036,3.85,0.30000000000000004,0.9,54.22,350,27805000,0.018225000000000005,0.12720671221626673
3037,9.15,0.5,0.45,23.4,420,30463000,0.0037968750000000003,3.22878355163094
3038,9.5,0.30000000000000004,0.30000000000000004,72.63,210,21541000,0.0006750000000000004,89.22282894635032
3039,8.1,0.45,0.5,26.49,350,27805000,0.0046875,2.250254285200503
3040,9.0,0.55,0.7000000000000001,72.0,210,21541000,0.01572083333333334,3.22906928156149
3041,7.15,0.4,0.6000000000000001,87.91,280,24870000,0.007200000000000004,3.738581790966961
3042,2.0500000000000003,0.5,0.30000000000000004,30.76,350,27805000,0.0011250000000000006,0.17649453202528187
3043,3.8000000000000003,0.5,0.55,95.73,210,21541000,0.006932291666666669,0.7328497160081673
